country_name,country_code,indicator_name,indicator_code,year,debt_value
Tajikistan,TAJ,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2019,243472889.8708782
El Salvador,EL ,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2019,638120616.8426266
Paraguay,PAR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2019,207739328.2904845
Uzbekistan,UZB,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2019,511926677.9570593
"Egypt, Arab Rep.",EGY,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2019,1784153.8053100016
Jamaica,JAM,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2019,330754877.0016893
Sao Tome and Principe,SAO,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2019,123608307.01916964
Vietnam,VIE,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2019,59182508.92245448
Gabon,GAB,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2019,24437711722.333336
Turkey,TUR,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2019,1390339141.6574757
Eswatini,ESW,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2019,3857299086.503747
Armenia,ARM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2019,50790273.6978947
Guatemala,GUA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2019,179926224.90640813
Sudan,SUD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2019,331831050.23816353
Serbia,SER,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2019,200407528.9092931
Chad,CHA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2019,36124691.190803885
"Congo, Rep.",CON,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2019,296313324.3768202
Lebanon,LEB,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2019,4482154210.027822
Lao PDR,LAO,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2019,778248066.668497
Indonesia,IND,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2019,638859912.862598
Tonga,TON,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2019,248023849.7577258
Bhutan,BHU,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2019,59939480.58053564
Belarus,BEL,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2019,31967821.617393192
Lao PDR,LAO,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2019,1460340351.086181
Algeria,ALG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2019,81825921.29570119
Kosovo,KOS,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2019,366323481.1402839
Bosnia and Herzegovina,BOS,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2019,435757140.6024746
Philippines,PHI,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2019,2135411888.6432176
Cameroon,CAM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2019,1260260637.888205
Bulgaria,BUL,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2019,55571843.36981212
Sri Lanka,SRI,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2019,244520256.09570923
Central African Republic,CEN,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2019,2862559408.860821
Dominican Republic,DOM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2019,1191658745.446331
Philippines,PHI,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2019,4414908885.514637
Maldives,MAL,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2019,535825091.434636
Lebanon,LEB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2019,1552552572.383927
Peru,PER,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2019,966756854.2390666
"Yemen, Rep.",YEM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2019,85443373.08201887
Malawi,MAL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2019,524229742.9683282
Nicaragua,NIC,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2019,55215894.44819527
Mali,MAL,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2019,23559717.009551264
"Congo, Rep.",CON,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2019,353446520.7144712
Cameroon,CAM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2019,350413644.8687262
Georgia,GEO,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2019,1147917686.6664207
Grenada,GRE,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2019,70129497.66318405
Lebanon,LEB,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2019,3935160857.369974
Haiti,HAI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2019,51540835.05174895
Cabo Verde,CAB,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2019,273332940.7590191
Kosovo,KOS,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2019,357970926.1641226
Montenegro,MON,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2019,911875874.392642
Comoros,COM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2019,147776932.2820268
Guatemala,GUA,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2019,711467868.152967
Kazakhstan,KAZ,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2019,118227447.91625977
Vanuatu,VAN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2019,157112287.71289146
Bhutan,BHU,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2019,105489733.10446756
Belize,BEL,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2019,16506367.443612391
Sao Tome and Principe,SAO,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2019,307434120.899236
Fiji,FIJ,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2019,15496141.86250855
Peru,PER,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2019,156064769.10412127
Madagascar,MAD,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2019,201845106.56253603
Kosovo,KOS,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2019,821462407.5658894
Senegal,SEN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2019,16261489.806667147
Uzbekistan,UZB,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2019,884133102.7688191
Chad,CHA,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,267853622.20601183
Liberia,LIB,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,53523506.74277759
Brazil,BRA,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,73574288.91443278
Cambodia,CAM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,235454533.1420276
Central African Republic,CEN,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,1777661303.0185473
Colombia,COL,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,5533974584.805859
Serbia,SER,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,2141937846.8834443
Mali,MAL,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,66160653.935738645
Vanuatu,VAN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,18393898.3344471
North Macedonia,NOR,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,154618277.3613816
Kenya,KEN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,8445666.999710228
Syrian Arab Republic,SYR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,90712769.29169925
China,CHI,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,264338403.0779794
South Africa,SOU,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,33897866.13492462
Sudan,SUD,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,1929860767.8215928
Samoa,SAM,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,6793706.780457222
Eswatini,ESW,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,1427925773.6105769
Sri Lanka,SRI,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,631615013.7575476
Dominica,DOM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,287401141.6308334
Cabo Verde,CAB,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,1650856695.3856926
"Congo, Dem. Rep.",CON,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,729550341.846402
Nigeria,NIG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,11985937.094766164
Tanzania,TAN,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,169962517.13737762
North Macedonia,NOR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,34787835.10027235
Myanmar,MYA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,219392690.6592788
"Venezuela, RB",VEN,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,1580544893.2605634
Pakistan,PAK,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,790815603.9446211
Vietnam,VIE,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2020,131407219.6392614
Belarus,BEL,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,198915402.02019435
Angola,ANG,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,228257905.80303377
St. Lucia,ST.,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,1584465104.0585346
Bulgaria,BUL,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2020,98862271.00675742
Guatemala,GUA,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,420149373.5870385
Zambia,ZAM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,1349532546.6855695
Burundi,BUR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,18876146.21838749
St. Vincent and the Grenadines,ST.,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2020,70701902.434338
Vietnam,VIE,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,61979210.09418143
Haiti,HAI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,16960756.851027653
Turkey,TUR,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,683584206.1954635
Paraguay,PAR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,9200924.609753756
Botswana,BOT,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,522304674.4809613
Bangladesh,BAN,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,73249572.57250145
"Congo, Dem. Rep.",CON,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,1410666348.0825565
Mauritania,MAU,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,633553771.7213719
Fiji,FIJ,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,37918140.17056312
Ethiopia,ETH,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,34952138.79717455
Moldova,MOL,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,131392636.36937912
Philippines,PHI,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,3238913687.6777816
Eritrea,ERI,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,239520810.21263817
Albania,ALB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,169494743.33448225
Samoa,SAM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,5697254.94229896
Burkina Faso,BUR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,205425002.21973
Montenegro,MON,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,370681498.8274791
Bulgaria,BUL,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,45982241.61352771
Ethiopia,ETH,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,346479242.6111129
Angola,ANG,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,207669639.7354592
"Gambia, The",GAM,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,395062234.7568639
Tonga,TON,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,94751220.6208364
Ecuador,ECU,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,1145871032.1821384
Kenya,KEN,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,91100090.37455602
St. Lucia,ST.,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,571931246.574143
Cameroon,CAM,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,2607556502.0605035
North Macedonia,NOR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,208658281.68393093
Uganda,UGA,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,231090853.11797616
Kosovo,KOS,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,876678660.3423964
Senegal,SEN,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,17408370.242305916
Algeria,ALG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,331627920.1081618
Tonga,TON,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,574289088.5969431
Bangladesh,BAN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,317821385.0137074
Tunisia,TUN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,206413795.2833393
Georgia,GEO,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,3619295860.908064
Kazakhstan,KAZ,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,18142400.024830263
Costa Rica,COS,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,104545680.84201773
Djibouti,DJI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,100592454.3930989
Nigeria,NIG,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,25237753.27710248
Bangladesh,BAN,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,197182172.2971508
Peru,PER,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,1049587317.0949852
Nigeria,NIG,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,24287395.31132221
Costa Rica,COS,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,111535315.26521485
Zimbabwe,ZIM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,160405978.51515636
Syrian Arab Republic,SYR,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,1706123128.8669176
Comoros,COM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,219499838.45056245
Uganda,UGA,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,35571716.84710552
Burundi,BUR,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,199554791.74193656
Dominican Republic,DOM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,1893037286.523284
Tunisia,TUN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,70285919.75902438
"Congo, Dem. Rep.",CON,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,195035240.64689875
Botswana,BOT,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,101407441.64018217
Bolivia,BOL,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,1982334854.5127468
Tanzania,TAN,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,82278048.22777185
Nepal,NEP,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2020,235133683.6852241
Vanuatu,VAN,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2020,100362186.24889112
Syrian Arab Republic,SYR,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,670405363.1772221
Guatemala,GUA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,65756043.17570008
Eswatini,ESW,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,495258358.2214444
Burkina Faso,BUR,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,94035098.7294564
Tunisia,TUN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,181064030.20556876
Peru,PER,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,1890152741.05676
Dominica,DOM,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,1800378370.640721
Cote d'Ivoire,COT,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,881728651.5263064
Mozambique,MOZ,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,1164736931.2019534
Zambia,ZAM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,98688215.43387136
Vietnam,VIE,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,137400392.75250164
Dominican Republic,DOM,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,2192421820.566754
Togo,TOG,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,156305006.39583418
Comoros,COM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,392915401.6711712
Armenia,ARM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,323958815.80914825
Mauritania,MAU,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,356646211.54743826
Dominican Republic,DOM,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,1327954693.1647396
Djibouti,DJI,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,2274634983.428095
Eritrea,ERI,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2020,356641701.0261752
Fiji,FIJ,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,89252155.06950109
Niger,NIG,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,64974750.512612194
Algeria,ALG,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,568004149.6872185
Pakistan,PAK,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,948483243.020681
Sierra Leone,SIE,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,1457205203.553991
Mexico,MEX,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,95120272.01604782
Guinea,GUI,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,31769414.7348363
Togo,TOG,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,184579838.7309852
Gabon,GAB,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,18579443703.32264
Turkmenistan,TUR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,2702478485.3837857
Samoa,SAM,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2020,1983179.0835712352
Botswana,BOT,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,268872227.3177067
Sri Lanka,SRI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,52234553.95009493
Ukraine,UKR,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,134614062.56996816
Lao PDR,LAO,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,1405522847.0218012
China,CHI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,358188822.6522972
Liberia,LIB,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2020,59521450.05921228
Lesotho,LES,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,338066406.11542475
Pakistan,PAK,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,246749329.53027907
Ecuador,ECU,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,146729436.12735325
Botswana,BOT,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,469639206.2014455
Senegal,SEN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,19570686.156362485
Serbia,SER,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,4108098965.742168
Zambia,ZAM,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,497845262.8517283
Mauritius,MAU,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,1091288646.5126996
Dominican Republic,DOM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,243002924.65345755
Senegal,SEN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,5387368.866690134
Angola,ANG,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,371171174.64284295
Ecuador,ECU,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,545238430.7933807
Djibouti,DJI,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,1199548654.256885
North Macedonia,NOR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,93054309.15166818
Bulgaria,BUL,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,128268803.8507077
Maldives,MAL,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,362924197.4084642
Nepal,NEP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,360961643.6411196
Botswana,BOT,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,284450433.71248907
Nigeria,NIG,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,3933003.58193496
Bhutan,BHU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,208708053.153751
Bosnia and Herzegovina,BOS,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,275044538.3770714
