Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guinea,GUI,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,44201686.16389545,47364972.535369076,48416014.35705941,37704776.68461102,41671537.038802326,39036240.766853385,46685727.15693356,44379269.06727401,,,67221008.1939169,66434151.83954881
St. Vincent and the Grenadines,ST.,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,340244623.5505636,340346026.341758,327090321.4591294,296781367.9109554,,457089071.12914205,434712759.6295673,332659310.63491416,427011997.1131812,463236991.2958771,492961683.0920293,515085177.38471687
Tonga,TON,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,29228663.175088737,25511505.805430215,29945515.93371549,37764872.98984168,29029061.39931739,36315258.9903054,36896213.74458885,38158411.28160676,40344154.33600044,39981310.5024431,33338239.23689395,49534137.62055948
Haiti,HAI,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,37284451.3609198,42436355.05017528,,46438579.54614135,42846244.581272945,48420157.91601777,39161337.538971104,44624148.40558932,,51256996.29581966,61845661.93421418,62711987.17564623
India,IND,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,88357034.35274374,86051581.43668678,78715424.24107012,94269005.64571887,73975414.0780048,90130724.66301756,94517898.63701311,88384688.6071086,85577391.85659139,93465912.60243477,120312470.10743292,131238533.62313348
Belize,BEL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,59812487.34469421,67270804.63850288,79378354.86422966,63181233.043066666,62421258.34348348,67350530.36516784,92020967.29523425,87579106.65218914,78468347.84391452,100115293.47312547,105238156.89830121,108181507.59998614
"Yemen, Rep.",YEM,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,392275536.27797264,317211362.102507,430561848.2854391,429926165.27187055,436788417.5242135,464314002.50475365,451447187.3488829,403791452.28589547,408561089.3802048,553963231.0966218,544834998.9133846,457233682.64122427
Uzbekistan,UZB,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,149582874.54396892,164088379.45497724,181066225.44028458,201368179.94168755,227394473.97128856,213825220.2464622,220666254.6570884,288869996.46669763,223949875.81453666,269838478.2778548,330304254.2021002,303422958.531343
Costa Rica,COS,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,107079461.00864978,149279819.94994855,118820214.48178232,132660335.99936096,135288142.86886793,148653252.52648735,,168439365.57866222,168955062.08657286,217087151.99756828,154593883.27184233,166449092.66745335
Madagascar,MAD,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,303942625.58488303,319889812.8526019,339241937.48215026,332981659.2352672,270796556.41144115,285147472.920602,313746602.1785547,322737960.1269065,426862510.98533726,417067219.1488913,421383749.9063946,349423869.6782958
Moldova,MOL,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,656342875.4268521,546080181.4845886,706373156.4406066,766685623.1997031,671800819.9217968,725990961.959653,876926538.5180373,851315765.2408075,1022235909.8076469,867729732.1418217,868633094.669837,1181994147.3433857
Thailand,THA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,361380656.4673144,384452945.7148626,468935034.18355024,402402295.9400187,519469078.57503366,489600410.5390352,491740531.3835724,469904532.72749186,470146519.59535736,569481530.4385587,549344247.8159482,
Armenia,ARM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,77992487.30731489,78098890.7523135,117576638.04433225,110119174.41631332,122806478.85459715,113513528.24928841,100727220.00053185,104990520.95824195,137588827.20549548,128958021.335911,120791654.64311221,
Pakistan,PAK,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,1064123803.1009389,964370268.4685001,1179271564.192606,1509469423.0530267,1466568357.2271638,1218226947.5580227,1530178273.2904425,1773666688.4983726,1717127567.543444,1415291560.0130603,1954115934.0928705,1620526987.6541917
Pakistan,PAK,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,1354828291.6837103,1028691611.2318277,1269610526.3258579,1096450183.945233,1263842457.7567549,1435195014.2687013,1740101178.4397335,1466425761.3110127,1313208707.2532644,1573029875.0574772,1462089235.3332944,1570145228.4474568
Turkmenistan,TUR,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,681043639.9848119,675359767.3093213,709773773.285365,791286893.8713614,873016051.453326,732893307.9257957,826477319.0311555,694797687.110647,814654187.8910446,862794949.415077,1049141582.5694951,961048756.7636826
Dominican Republic,DOM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,443636475.3062329,,424720471.36061597,400955879.96881217,419420008.80282557,610800444.2781037,584395062.5134947,480009113.46068,551523319.9578456,628363849.5569354,710982917.6933845,529502254.3446583
Ukraine,UKR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,97012312.60838783,107213414.01582183,104733919.17829312,111249803.35401559,86442193.77841325,96045598.53601536,134739790.87797222,126697334.44460264,124962858.5551282,119599434.04856333,106861679.18303375,127964313.98069969
Sri Lanka,SRI,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,584495348.7346753,686118570.602198,701068941.8310853,605375996.750516,637745118.5835967,677828368.7571232,682376003.2002931,864158111.158985,1009892781.2846347,926386685.7040503,941916224.123118,
Malawi,MAL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,853877315.3831463,926105037.3848523,1283899357.41348,1082000859.9494514,,1099742865.6771584,1270740707.1116142,1099009830.0990655,1118076497.7004945,1404999984.3209543,1412192579.3292665,1300007924.2694025
Algeria,ALG,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,172719433.95628774,247297911.2533421,232460140.28817794,251039012.1121529,272715926.1738307,254468128.69586954,,279078609.3099857,295088216.60020113,324364974.72776765,297199521.1831197,268702517.6659931
Belize,BEL,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,24355589.220231112,22328704.58513036,23217032.505430974,25829311.779650707,27577043.67693372,27139574.63563828,22611075.319081537,25799700.45594832,33504119.923987772,26363901.696506836,29081929.956729747,30810283.79397249
Chad,CHA,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,146993606.16516876,177354712.6185829,182857964.2473376,198162073.8042422,181193816.97851792,225613088.1197854,183131124.17943633,213035495.96082148,250623383.58611196,202044040.91594592,202271867.59204075,285673073.2057544
Maldives,MAL,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,39536428.4758043,36872237.99548795,37357262.22848464,44278113.92484365,52586853.848160915,37999696.716341496,,54909499.25686368,61988193.91825361,,61895784.51801323,58359592.62484328
Bolivia,BOL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,653192648.2656968,657423505.2424684,931892488.7786276,832647651.4727466,1014118970.5873488,1073487354.3567,795890507.4366235,1155509078.347858,1017468548.1730914,1080541605.7350574,1169523372.8874846,1346442308.8844628
Zimbabwe,ZIM,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,87589581.4104991,122805523.65478767,90830191.8966823,136152006.24415442,106054201.67027628,115588978.02151696,130038941.5481679,129065048.17900442,149969663.0233286,173218114.60800284,157001260.16555262,169396372.76865584
South Africa,SOU,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,379360433.6273268,333978646.30601573,410859991.2436769,316720563.4173103,414576641.76573426,502669263.1348908,,417145364.0479136,462862415.2434458,405086418.28459746,,539148710.745819
Madagascar,MAD,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,91369279.65239166,92598178.83318543,73007319.26670335,72218132.21947153,108910615.46272428,97717313.51818702,,116142184.47289391,100258211.46223763,111340426.34998736,137768972.78923574,128142027.86224937
"Venezuela, RB",VEN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,904933356.3669862,1284827856.6067088,1122007384.6399806,1148563337.214202,1124638116.7771924,1383837213.2589073,1466367318.6336565,1399178595.4374645,1208812553.90995,1777456347.2796707,1877695737.5266602,1582683760.7974637
Afghanistan,AFG,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,496816613.5703335,542898622.8282615,548119908.0999755,743690205.3960911,681228187.8445175,769161539.9683299,927158978.2591406,744836335.4386116,827742550.4604094,980071320.6894262,820055421.3374107,789669196.3781157
Kenya,KEN,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,74536633.52485573,63284308.778214864,75986569.39263663,60362884.40471333,,74100269.91800931,66274359.099382885,79752553.47754474,91364471.30294445,76816071.45481147,109641663.11348441,80502735.0733495
Vanuatu,VAN,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,68702204.1228109,,79775354.79291299,68701688.05925642,,78682599.34375007,70629281.5485171,79388710.18975373,86260965.00010748,107446062.70904745,108839286.72646984,98379621.63990809
Lao PDR,LAO,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,170821274.56169093,190229783.03575417,163321726.59156606,176775981.0374073,157605049.07815623,195080274.79680708,170564372.6706121,215657138.61114404,251226789.14905396,194772780.74339336,253691205.75264677,191877025.05813575
Comoros,COM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,16115498.34795051,17412239.46164022,18155501.311935067,15743604.545058072,18708579.972416192,16772915.173851268,15543738.349600077,21159396.16073371,16324536.85618138,20267106.76294019,20271482.115002178,24220492.485381607
South Africa,SOU,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,63956883.94210285,56440864.115017,70115527.5610732,60562750.38174299,,73789856.71291158,60744629.67397295,89830869.46434096,81321225.08509631,82072605.13395233,96128190.54259896,100254939.90493006
Botswana,BOT,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,599384192.6967891,573131395.0988936,745925972.0394614,787214075.4927264,829222976.9909213,739482426.2782167,683489066.5444573,1044359522.9304812,822190035.072157,1012389638.0238016,1059276757.429497,1055510975.1842849
Myanmar,MYA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,967594978.7029272,930516840.9038461,1013080059.740266,,1196248996.2554295,,1073780726.660114,1419533820.9259984,1195922885.7468264,1030013917.8644943,1243510499.2066872,1157241249.0927448
Honduras,HON,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,129663957.42994796,127126811.11558634,153591963.19490883,139015963.17167395,168377826.57835147,140111511.55555362,135366211.77432773,188545906.62209457,177183611.28717867,204907959.29128823,215549441.4809953,155697970.6693383
Turkmenistan,TUR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,90516624.15199351,114451582.24802878,123593789.3971759,100478584.61247633,,114160236.4792195,127202590.67698438,153386363.84427503,156204428.32933334,158731709.5300227,123733181.00444464,136515635.62675494
Haiti,HAI,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,69683054.79271753,87058105.36791235,68576839.01730424,67151728.00231992,97682057.68248661,100211754.49436857,109523632.57887764,101832768.50864066,115745234.30279264,115399323.9735382,120116656.41895181,112108107.03979266
Senegal,SEN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,12388021.36110449,13279657.70587988,13234068.266473936,11746627.66624081,15746592.788613178,15592702.77170522,16274285.763915055,18470043.682465274,17913869.974785715,18729916.46484469,20213047.301215615,15223370.298448397
Cabo Verde,CAB,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,142972212.07801542,159314651.4406417,207762879.40663427,,205246384.84671214,209472804.00836012,208243658.38478452,221827131.9729213,243047577.41420424,215054992.49799907,264736891.97296005,298390116.60008717
"Egypt, Arab Rep.",EGY,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,14284715.944261564,,15428833.430428136,13596637.995676335,14511735.807589373,15047419.014045982,14329939.07895402,13994035.79421777,18241769.027055297,21797714.90023467,16345627.893144075,15953950.30398461
Cabo Verde,CAB,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,896276604.1307174,1291449961.3428516,1106920618.7407236,1198791721.5541162,,1541677432.50038,1382368832.749907,1563242832.5006979,1341274293.1730006,1376522359.9218361,1483869365.7295902,1705512006.962756
Tunisia,TUN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,44387399.080139756,39696201.703704305,47229529.30918866,53467029.037097976,57093282.45117767,42883638.760700956,55846591.335453995,51748500.24400171,69022940.62386806,,68590917.63949355,
Tajikistan,TAJ,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,289211966.26943344,343308022.8473757,295549283.5035365,320302656.2577254,376402051.74994224,423325263.63038844,315283447.3063726,448746568.4627704,,390029172.8471312,410392158.70525056,368478549.3820541
Brazil,BRA,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,9566873.839441992,8551066.988583978,,8952033.580844847,8952243.744141141,9843897.486349678,,14017101.78469908,14195432.62166167,14028496.332954997,,12784688.786767457
Solomon Islands,SOL,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,11645178.776014272,13938239.883675704,15338897.716603745,14016348.326969529,17150102.058050916,19577905.267256044,19826170.791839585,16286296.392309826,17148469.69186057,18103027.231679358,18908984.11142668,17138372.84249289
Mozambique,MOZ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,148187543.17810726,,,149144923.75308615,191546462.08528668,215495320.42751777,,214376353.9975019,212372290.51973754,,268492326.62966895,215966807.14643046
Pakistan,PAK,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,,1366708664.0323946,1438409523.718881,1454190942.4791796,1312639802.6692913,1693148215.6627693,1405243023.4937937,1618142603.5598102,1374367874.763278,,1842472313.6707385,1938664910.8207939
Belize,BEL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,,20441217.142727617,19830027.70691286,19939043.69429142,25647308.375248864,28346691.88314132,28091554.76925211,27918549.495948434,23364694.13871287,35179536.591859214,34311247.594587155,29046161.38381001
"Congo, Dem. Rep.",CON,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,1185664250.0725765,1703936402.9997962,1475101579.0047138,1851999769.1343455,1756114250.9596334,1572858776.1969633,1555260203.903622,1700272941.052047,1601965732.973362,1699489097.8956807,1725939796.326035,2053181482.2806082
Tanzania,TAN,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,118103777.74791993,110807722.90287356,128097919.60236716,106446515.77715804,118617939.21995312,154662251.61597517,164691065.3039044,149542797.93090504,124091340.83712615,185163093.04109934,,163245647.62905538
El Salvador,EL ,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,866034138.9982082,709208867.108063,930649536.0802299,808601853.8989244,1066800736.0020521,934681449.834422,1040566986.9954566,1140263768.4981396,987724642.084805,1291729040.77373,1122304507.2797308,1340891851.5090654
Haiti,HAI,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,36554033.13772273,35883661.634414844,36087255.75343212,33837448.392615445,43287103.740953095,43619528.190272845,38511533.282662764,49645011.15416372,53956197.13896437,56481748.05322691,61345183.90577336,52570322.89449772
Zimbabwe,ZIM,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,224740049.2930597,229878940.73531267,183921299.58614376,196492761.9250895,278781266.0006241,278003061.9504168,312827404.09551394,,279730882.08116955,260450651.9227252,315975093.3748014,263344053.04008302
Djibouti,DJI,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,444949517.2456104,438550893.1152488,472307928.27491,533157112.42368823,517965114.15692586,556174356.8062344,532161659.5780137,,690484044.1883645,678882119.8260328,674930463.8229448,816226063.3061535
Zimbabwe,ZIM,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,,,119586019.6134367,127210741.86420116,123527710.71309802,138331244.36330423,149293989.18997106,134777668.6521722,147289874.83969897,147743736.23407638,154353524.59794623,179888391.59774843
Indonesia,IND,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,383430750.2396648,404285210.651305,472301108.3751598,537643756.715679,,484580191.45624423,577452830.8115743,559710475.5486177,469430508.13596964,605326023.4670378,521110480.479267,618134425.9059111
"Congo, Dem. Rep.",CON,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,698484691.9521298,818288884.5812896,757423804.511715,989446047.3161962,963155664.0624315,1139051868.9182491,946873478.5210384,958535515.0014433,1105063462.662152,,1333618892.3444695,1229865022.5600932
Togo,TOG,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,45954193.9813568,41472529.53085258,49415923.95747636,51966709.36648519,53923630.3392257,54139009.27853705,59049053.58527728,51275515.32263631,,,59620422.662738904,52463593.99668157
St. Vincent and the Grenadines,ST.,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,165926375.27677372,,176527562.58308417,175949888.97679022,217524383.8927843,205586362.99756658,,239977635.3729782,196209174.6339373,210088659.22712255,192637910.53555602,274610357.7254579
"Venezuela, RB",VEN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,897451337.6416738,1031770670.9239132,1359612304.5580761,1208945761.221697,,1096735914.669985,1352809580.5956135,1169437161.4252985,1546636435.024733,1265992154.5400355,1370546227.7049217,1470567752.008753
Mali,MAL,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,102939199.51003659,82464336.9610321,104206531.40006791,107910762.22161424,105225198.0839399,136159358.2813608,107074007.13229649,120517692.96385726,147385792.4241278,111724561.61416581,152151570.10999677,165660879.43494782
Belize,BEL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,20101299.200924937,23900323.488868073,26001020.40546611,27777375.654447578,27333161.03320085,23655059.02648627,28561504.533311866,26895738.092363887,25798701.19478942,33667146.204331405,24990387.14675906,36760396.47727975
Tunisia,TUN,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,307191132.6453924,317257708.45311695,266683690.3135311,283903064.71906257,339053601.1520601,274481712.7045801,309529189.0305335,294281371.2074505,353632023.7428487,380751429.67372,341274361.52106845,323220329.7159834
Nicaragua,NIC,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,246112472.10313115,248041775.02135888,288757208.0997636,281710332.05548877,223788238.9260696,322024940.0128832,332927140.00795144,315886240.31527793,378908327.5584561,393187985.15328264,352969039.0246722,376884716.3675693
Chad,CHA,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,132238583.82735406,156684808.50851858,162663556.68773028,193720130.5702467,180691903.926594,171647185.8715036,215732769.07055512,242832636.5073449,213148486.86620954,197605888.8949191,210595759.17229295,221656998.19969523
Jamaica,JAM,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,553113882.6000566,606301518.4626689,664399552.2402437,520199860.88681597,718994132.7038631,661320800.8085598,679277143.5231546,697710873.7852454,749018230.9470801,910516509.9779779,814990379.5103966,975996642.0194147
Zimbabwe,ZIM,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,202294239.99638677,215316246.4999295,206024617.77357656,207236437.76124528,271325283.2972278,211458708.27695557,259703264.83871242,285635004.00196505,,293425071.3175421,310520240.4390976,341408323.09548116
Eritrea,ERI,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,45374211.008063264,56988392.68493453,,56852469.93655455,48629262.842799924,68095223.48021907,61323975.28233988,54508277.17753654,76683363.88384241,74956997.90849575,76817228.72563066,78723284.82474943
Tajikistan,TAJ,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,170164798.37659138,167140222.69475776,145965820.13060394,158897697.87631372,153298571.63236973,215710072.5019982,,227084645.57473126,190807523.59271315,240939918.01552713,178943000.9122856,268472269.4656581
Nicaragua,NIC,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,123680104.93957089,119271474.38683464,,110048001.97406265,121964386.62800081,153074436.76134962,160071227.45862573,174583224.97616318,156827770.29293177,184028770.6929093,187677319.9888496,214122452.61169037
Comoros,COM,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,185345142.5271131,198493354.16947302,173699450.56591526,185399905.43109706,177552505.82530868,231096428.17683867,184614416.34321272,244149080.55081263,279704332.91191053,291827464.2434602,255753757.9864153,265386693.01768553
Nepal,NEP,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,64397793.80287768,77129106.86038655,78457791.82935905,92129340.27179176,78992891.34378904,95203740.579693,110054476.23854062,115350236.90514687,121599554.4791923,118045481.53532423,127960420.74603482,101673706.30294572
Bhutan,BHU,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,12733476.427666582,14172031.274596086,15107652.849680007,14108998.690865703,14411437.413558368,14493006.841875078,14368955.645734817,15679293.703459335,18525992.365504473,17998169.768830135,20698265.49202487,18067104.02581686
Malawi,MAL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,342522883.5890592,337947273.82011133,400434599.7322035,347442378.32666284,,471355788.11774904,408560530.54645467,365012453.98770124,460850743.35962045,445044834.0921914,524417518.3390622,598437225.1454815
Mexico,MEX,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,,82689363.4963908,65750138.99493446,75780712.6218561,79567210.1202343,74198621.03623222,89259862.55304597,87439065.772312,90805053.82278796,90819844.95489267,80200925.81586851,103631221.31416047
Ecuador,ECU,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,603509022.7735493,555574167.4909263,711447712.6619729,758137657.9217963,674191293.7165389,894018631.6500691,1005383485.1841687,1030356873.1562895,796954316.1494604,1080227158.8379316,1051069893.6551214,985447461.4201087
Belarus,BEL,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,64976232.78372387,77621736.12589394,78316363.91879827,78605154.64392479,72036587.22662766,101658738.74052195,89726086.07754518,,93392727.46089156,98622515.00316371,119494290.77394153,119375831.96992508
"Gambia, The",GAM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,262223999.40189424,290865747.3352783,287560940.4563356,355339529.75659925,313509105.37259394,299777036.5022282,349795670.578979,451202054.7570027,349513186.2543234,424816191.0625606,409319150.30828345,360039753.37859774
Rwanda,RWA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,26844180.860406738,27891970.69613797,34228513.73147847,25692454.73827608,37686663.61018897,38849756.33739769,35506348.97845907,36634192.704571515,36032188.37515462,47311109.99006116,34509006.64911564,43750768.12436318
Jordan,JOR,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,10576178.965608414,11616371.157153526,11551784.4336034,9223126.92529272,9403134.847457664,9510517.800666505,12866278.368092816,13365849.060883429,15743881.29638765,13091400.043901771,13169322.892304678,15315350.712459903
Bhutan,BHU,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,66373219.82912321,77606133.25476636,74657406.79763485,85618508.15061457,92930793.85620332,96188198.40809463,88357268.0315573,83730125.39983481,97397090.48040795,88925229.75399552,124085422.45386493,104076840.76700285
Solomon Islands,SOL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,91272715.4780545,89427513.07146792,100714776.97114544,98408492.99292788,112612480.47020479,104067668.31709956,121691265.06803301,92028675.62284082,90763294.90579033,118125646.68149543,141357900.65031487,118364334.9408988
Honduras,HON,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,109925986.99108788,140295291.45167148,131254343.54595667,129255314.51135565,144153150.2709007,126637653.07432523,177961941.33373448,148132684.19911534,186633505.51186725,146696950.2788423,216816646.59743917,166265710.23073778
Tonga,TON,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,388890339.326957,376738136.2325034,406741420.3431367,441697039.6565048,,378543932.4666175,493324491.6466572,490484712.9235306,,519713198.90688044,568807022.2474314,609895621.1584561
Bulgaria,BUL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,41384752.87099275,42884144.67309209,44648510.152541265,36988040.177462816,36843685.44910858,49599343.61379581,45264735.90548974,48275905.41826241,41806239.528321415,48168853.27861964,44848133.624631815,65610394.85643491
Burkina Faso,BUR,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,179527005.71862867,141800704.43647245,143576694.39804807,179060729.69615224,173150029.53295532,,228427300.92475367,180811201.9901966,226423902.01708356,,201552813.95320877,254889617.28054282
Vietnam,VIE,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,43021224.39465651,45431587.33388028,40551895.1049252,37585810.06454462,42554002.3940495,48355696.006817274,45423615.96667071,47746655.907563455,53969103.64712647,69229055.76184358,66839654.825222604,57961447.41720744
Central African Republic,CEN,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2372812362.995745,2041885441.4365356,2436211205.1278176,2585680365.6473236,2280331511.189769,2648042311.562913,3579505206.410749,3714641976.2624903,,2759842948.323867,3045047914.682726,3454292694.774049
Bangladesh,BAN,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,122619290.16874026,112081078.80865267,135846400.88366038,106860336.78750472,133820255.18161543,109882543.15133525,132442982.35139923,140014570.1424795,147023298.91105956,171293967.25681838,157024378.1375746,166343625.01313746
Mauritius,MAU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1179057289.2996323,1294069081.3540523,1256711195.7254055,1428753109.1216393,1816513126.0519133,1950299353.3168626,1975677838.6604507,1942524392.7913175,1924812944.839269,2147981835.475456,1961289066.0730777,2408524524.152403
Bolivia,BOL,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,724424817.1467221,717599998.9127756,737731352.0023228,749174311.0803787,732954786.213287,869170369.8010434,876075509.7641609,1188751207.7615514,1062928575.5820189,1010316155.4705243,1148985676.1545932,984254396.2275498
